,text,sentiment,negative_reason,clean,twitter_handles,hashtags_all
136,bRT UncleSamsBand Word  FridayVibes FridayThoughts fridaymorning FridayMotivation BreakingNews,1,,bRT UncleSamsBand Word FridayVibes FridayThoughts fridaymorning FridayMotivation BreakingNews,@UncleSamsBand,#FridayFeeling #FridayVibes #FridayThoughts #fridaymorning #FridayMotivation #BreakingNews
137,bRT swede1956 marcorubio 202010Maria Where does your party get off just making shit up and spouting it on social media nRemember the,0,covid19,bRT swede1956 marcorubio 202010Maria Where party making shit spouting social media nRemember,@swede1956 @marcorubio @202010Maria,
138,bRT KateMarshallNV BidenHarris2020 or bust Had a blast leading our Nevada Day car parade of voters to the polls for the last day of,1,,bRT KateMarshallNV BidenHarris2020 bust Had blast leading Nevada Day car parade voters polls day,@KateMarshallNV,#BidenHarris2020
139,bHoly fucking disaster While realDonaldTrump is adding to the numbers through super spreader,1,,bHoly fucking disaster While realDonaldTrump adding numbers super spreader,@realDonaldTrump,
140,bRT freddie1999 New York Post Twitter backs down finally unlocks Post account after Biden ban TomorrowsPapersToday,0,others,bRT freddie1999 New York Post Twitter backs finally unlocks Post account Biden ban TomorrowsPapersToday,@freddie1999,#Twitter #Biden #TomorrowsPapersToday
141,bDisgusting Using the Bible beside a gun for a photo op Maybe you should OPEN THAT BIBLE AND READ IT BECAUSE IM,0,discrimination,bDisgusting Using Bible gun photo op Maybe OPEN THAT BIBLE AND READ IT BECAUSE IM,,
142,bsuperyayadize POTUS HouseDemocrats realDonaldTrump WE ARE THE MOVEMENT MAGA2020LandslideVictory MAGA Trump2020 VoteRed RedWave,1,,bsuperyayadize POTUS HouseDemocrats realDonaldTrump WE ARE THE MOVEMENT MAGA2020LandslideVictory MAGA Trump2020 VoteRed RedWave,@superyayadize @POTUS @HouseDemocrats @realDonaldTrump,#MAGA2020LandslideVictory #MAGA #Trump2020 #VoteRed #RedWave
143,bDamianWolf19 krueger_gh DoolittleGlass AMC0724 GMonHon Shaforden16 JennyHope77 charr68204,1,,bDamianWolf19 krueger_gh DoolittleGlass AMC0724 GMonHon Shaforden16 JennyHope77 charr68204,@DamianWolf19 @krueger_gh @DoolittleGlass @AMC0724 @GMonHon @Shaforden16 @JennyHope77 @charr68204,
144,bQuancyClayborne I hope tears of joy and relief VoteBlue VoteJoeBidenToSaveAmerica,1,,bQuancyClayborne I hope tears joy relief VoteBlue VoteJoeBidenToSaveAmerica,@QuancyClayborne,#VoteBlue #VoteJoeBidenToSaveAmerica
145,bLBC So wheresBoris now he be telling us this instead of leaking to the news  Is he completing his,1,,bLBC So wheresBoris telling leaking news Is completing,@LBC,#wheresBoris
146,bRT livinginthenow nixw20 Dknight10k You lucky man James lol When you do good deeds as you have people remember showing gratitude,1,,bRT livinginthenow nixw20 Dknight10k You lucky man James lol When good deeds people remember showing gratitude,@livinginthenow @nixw20 @Dknight10k,
147,bJoeBiden IF YOU DONT DO ANYTHING ABOUT THE INNOCENT BLACK PEOPLE DYING  THE LOOTING AND RIOTS,0,covid19,bJoeBiden IF YOU DONT DO ANYTHING ABOUT THE INNOCENT BLACK PEOPLE DYING THE LOOTING AND RIOTS,@JoeBiden,
148,brealDonaldTrump Dnald Trmp will knock down your entire country Biden will free you as a prisoner from the,0,covid19,brealDonaldTrump Dnald Trmp will knock entire country Biden will free prisoner,@realDonaldTrump,
149,bRT Cleavon_MD realDonaldTrump at 29nSamantha Diaz mother of 3 medical assistant from West Palm Beach Florida died from,0,others,bRT Cleavon_MD realDonaldTrump 29nSamantha Diaz mother 3 medical assistant West Palm Beach Florida died,@Cleavon_MD @realDonaldTrump,#Florida
150,bHalloween spirit all over the school spirit fun thisismytown covid inclusive,1,,bHalloween spirit school spirit fun thisismytown covid inclusive,,#spirit #fun #thisismytown #covid #inclusive
151,bRT redaguessoumdvm OneHealth means realising the connection between animals humans and the environment nnActions need,1,,bRT redaguessoumdvm OneHealth realising connection animals humans environment nnActions,@redaguessoumdvm,#OneHealth
152,bTRUMP AND HIS CRONIES NEED TO SHUT THE FUCK UP BidenHarris2020 ByeDon2020 BidenHarris VoteBlueToSaveAmerica,0,corruption,bTRUMP AND HIS CRONIES NEED TO SHUT THE FUCK UP BidenHarris2020 ByeDon2020 BidenHarris VoteBlueToSaveAmerica,,#BidenHarris2020 #ByeDon2020 #BidenHarris #VoteBlueToSaveAmerica
153,bAll was right with the World when my dog and I set out on a walk It was a perfect fall afternoon Upon returning,1,,bAll World dog I set walk It perfect fall afternoon Upon returning,,
154,bRT SallyDeal4 realDonaldTrump JoeBiden wont let Russia walk all over  govt agencies  the private sector are warning that,0,covid19,bRT SallyDeal4 realDonaldTrump JoeBiden Russia walk govt agencies private sector warning,@SallyDeal4 @realDonaldTrump,#JoeBiden
155,bRT GertrudesLarkin  million infectedn229000 deadnnDead so the Lt Governor can make jokes about them nn Idaho sucks  dont send,0,corruption,bRT GertrudesLarkin infectedn229000 deadnnDead Lt Governor jokes nn Idaho sucks dont send,@GertrudesLarkin,#Idaho
156,bEvery statelocation with a MailInBallot problem is a red state realDonaldTrump nAnd states GOP is not,0,covid19,bEvery statelocation MailInBallot problem red state realDonaldTrump nAnd states GOP,,#MailInBallot #realDonaldTrump #GOP
157,bRT ReutersGMF Bettors favour Biden over Trump Biden leads in battleground states bets  WillJenningsDC,1,,bRT ReutersGMF Bettors favour Biden Trump Biden leads battleground states bets WillJenningsDC,@ReutersGMF @WillJenningsDC,
158,bRT Mike46859398 DOJ official confirms FBI 2019 criminal investigation on moneylaundering into HunterBiden still,0,others,bRT Mike46859398 DOJ official confirms FBI 2019 criminal investigation moneylaundering HunterBiden,@Mike46859398,#HunterBiden
159,bSaucon Valley HS Closed Football Game Postponed Due to Covid Cases  via,0,covid19,bSaucon Valley HS Closed Football Game Postponed Due Covid Cases,,
160,bWith razorthin margins in votes in the Chaldean community would be bad news for Trump,0,covid19,bWith razorthin margins votes Chaldean community bad news Trump,,#Trump
161,bCovid rampant across the country rates greater than the Gvts worst case scenario FFS Boris introduce,0,covid19,bCovid rampant country rates greater Gvts worst case scenario FFS Boris introduce,,#Covid #Gvt #Boris
162,brealDonaldTrump insults Floridians nnrealDonaldTrump slow the Covid19 US spread now nnDont wait for,0,corruption,brealDonaldTrump insults Floridians nnrealDonaldTrump slow Covid19 US spread nnDont wait,@realDonaldTrump @realDonaldTrump,#Covid
163,bRT KLMorgan_2 They arent gonna help usnToo busy helping themselvesnThey arent gonna change thisnWe gotta do it ourselvesnThey think,0,covid19,bRT KLMorgan_2 They gon help usnToo busy helping themselvesnThey gon change thisnWe ta ourselvesnThey,@KLMorgan_2,
164,bRT USMCLiberal I just voted for  felt really good to finally do   VoteInPersonVIP,1,,bRT USMCLiberal I voted felt good finally VoteInPersonVIP,@USMCLiberal,#JoeBiden #VoteEarly #VoteInPersonVIP
165,bICYMI kovanderhart Here are five reasons why Republicans should vote for Jorgensen4POTUS instead of,1,,bICYMI kovanderhart Here reasons Republicans vote Jorgensen4POTUS,@kovanderhart @Jorgensen4POTUS,
166,bRT stonecold2050 January 2021 The TrumpCrimeFamily are moving back to MarALago,1,,bRT stonecold2050 January 2021 The TrumpCrimeFamily moving MarALago,@stonecold2050,#TrumpCrimeFamily
167,bYes I will I will NOT allow him to further destroy the country I love Resist FightBack,0,discrimination,bYes I will I will NOT allow destroy country I love Resist FightBack,,#Resist #FightBack
168,bAmerica cannot allow this great country to falter into the hands of JoeBiden and KamalaHarris This country,1,,bAmerica allow great country falter hands JoeBiden KamalaHarris This country,@JoeBiden @KamalaHarris,
169,bIts going to be a sad night in a lot of liberal households next Tuesday or maybe,0,crime,bIts going sad night lot liberal households Tuesday,,#liberal
170,bRT OIEAnimalHealth DYKnnThe VeterinaryServices of Madrid tests 320 human samples of COVID19 per daynnOneHealth efforts to,1,,bRT OIEAnimalHealth DYKnnThe VeterinaryServices Madrid tests 320 human samples COVID19 daynnOneHealth efforts,@OIEAnimalHealth,#DYK #VeterinaryServices #COVID19 #OneHealth
171,bNY BALLOTS ARRIVING ALREADY FILLED OUT 4 JoeBiden ARREST THESE SCUMBAGS NOW,0,corruption,bNY BALLOTS ARRIVING ALREADY FILLED OUT 4 JoeBiden ARREST THESE SCUMBAGS NOW,,#NY #JoeBiden
172,bElection Day Forecast 20202021n nrelationships tarot astrology horoscope,1,,bElection Day Forecast 20202021n nrelationships tarot astrology horoscope,,#relationships #tarot #astrology #horoscope
173,bRT etkphotos Wise move nNow people just want to walk in and take them for nothingnUSA realDonaldTrump GOP,1,,bRT etkphotos Wise move nNow people walk nothingnUSA realDonaldTrump GOP,@etkphotos @realDonaldTrump,#USA #GOP
174,bJustJoshinNH It is really good nThe Rudi thing is nothing Dont want to spoil but,1,,bJustJoshinNH It good nThe Rudi thing Dont spoil,@JustJoshinNH,#Pence
175,bRT DarrenEuronews WOW Incredible pictures of people fleeing Paris tonight ahead of the second coronavirus national lockdown,1,,bRT DarrenEuronews WOW Incredible pictures people fleeing Paris tonight ahead second coronavirus national lockdown,@DarrenEuronews,#coronavirus
176,bRT gailtalk Trump addressed the overflow in Minnesota,1,,bRT gailtalk Trump addressed overflow Minnesota,@gailtalk,#Trump #Minnesota
177,bBought 2 pumpkins today and it was the most noncovid thing Ive done since March 12 2020 They had all,1,,bBought 2 pumpkins today noncovid thing Ive March 12 2020 They,,#covid
178,bWe need the touch of Jesus before we inter heavennExpressFridayVigiln,1,,bWe touch Jesus inter heavennExpressFridayVigiln,,#ExpressFridayVigil
179,bCapnJoeBuster If you wrote me in Ill be sure to keep the world standing election2020,1,,bCapnJoeBuster If wrote Ill standing election2020,@CapnJoeBuster,#election2020
180,bJoeBiden plans to cut Veterans Benefits  conflated his own war stories Trump2020Landslide VeteransForTrump,0,covid19,bJoeBiden plans cut Veterans Benefits conflated war stories Trump2020Landslide VeteransForTrump,,#JoeBiden #Veterans #Trump2020Landslide #VeteransForTrump
181,bFirst they try to prevent more than 250 Supporters  now Dems cut off sound Cheaters MAGA KAG,0,crime,bFirst prevent 250 Supporters Dems cut sound Cheaters MAGA KAG,,#MAGA #KAG
182,bJoeBiden and KamalaHarris has my Granddaughter Andis vote JoeBiden kamalaharris Biden2020,1,,bJoeBiden KamalaHarris Granddaughter Andis vote JoeBiden kamalaharris Biden2020,@JoeBiden @KamalaHarris,#JoeBiden #kamalaharris #Biden2020
183,b2017realDonaldTrump enters officen2018n2019n2020 220000 americans dead at his handnnI fixed america now give,0,discrimination,b2017realDonaldTrump enters officen2018n2019n2020 220000 americans dead handnnI fixed america,@realDonaldTrump,
184,bVan broke down  and it needed carrying home but covid restrictions meant that TheAA_UK couldnt do 4 kids in,0,corruption,bVan broke needed carrying covid restrictions meant TheAA_UK 4 kids,@TheAA_UK,#covid
185,bRT SkyNews Coronavirus Exports of flu vaccine from the UK will be restricted to protect supplies the government has announced,0,covid19,bRT SkyNews Coronavirus Exports flu vaccine UK will restricted protect supplies government announced,@SkyNews,#Coronavirus
186,bTrump is pissed trump DonaldTrump trump2020 election realDonaldTrump,0,crime,bTrump pissed trump DonaldTrump trump2020 election realDonaldTrump,@realDonaldTrump,#trump #DonaldTrump #trump2020 #election
187,bReport Republican Trump Called  WWI Veterans And  Texas Florida Pennsylvania,1,,bReport Republican Trump Called WWI Veterans And Texas Florida Pennsylvania,,#Republican #Trump #Texas #Florida #Pennsylvania
188,bRT NY_runaway a new world in America when you find yourself trying to knock a criminal out of our  nBidenHarris2020,0,discrimination,bRT NY_runaway America find knock criminal nBidenHarris2020,@NY_runaway,#DemVoice1 #BidenHarris2020
189,bElectionFraud is REAL by thedemocrats msnbc cnnpolitics maddow maddowblog maddow politico,1,,bElectionFraud REAL thedemocrats msnbc cnnpolitics maddow maddowblog maddow politico,@thedemocrats @msnbc @cnnpolitics @maddow @maddowblog @politico,#ElectionFraud #maddow
190,bDonaldJTrumpJr lhmist We can serve it to you and daddy when in prison TrumpPandemic BlueWave,0,covid19,bDonaldJTrumpJr lhmist We serve daddy prison TrumpPandemic BlueWave,@DonaldJTrumpJr @lhmist,#TrumpPandemic #BlueWave
191,bCan some tell Dumb Donald that it does end on that date And any votes cast by that date are valid  legal,0,discrimination,bCan Dumb Donald And votes cast valid legal,,
192,bRT KirkChris Apparently some in Govt now realise that they are on course to kill 100000 and that a circuit breaker wont be enough,0,crime,bRT KirkChris Apparently Govt realise course kill 100000 circuit breaker,@KirkChris,
193,bCheers to voting and ending this dystrumpian nightmare VOTE BidenHarris VoteHimOut VoteBlueDownBallot BlueWave,1,,bCheers voting dystrumpian nightmare VOTE BidenHarris VoteHimOut VoteBlueDownBallot BlueWave,,#VOTE #BidenHarris #VoteHimOut #VoteBlueDownBallot #BlueWave
194,bDawnBritton13 Landorcan LeeFeller1 nunyabiz55 peterdaou Ow75Tina 13 I absolutely oppose DonaldTrump but,1,,bDawnBritton13 Landorcan LeeFeller1 nunyabiz55 peterdaou Ow75Tina 13 I absolutely oppose DonaldTrump,@DawnBritton13 @Landorcan @LeeFeller1 @nunyabiz55 @peterdaou @Ow75Tina,#DonaldTrump
195,bpiersmorgan BorisJohnson As selfish as this sounds We only get ONE life and we should make the best out of it,1,,bpiersmorgan BorisJohnson As selfish sounds We ONE life best,@piersmorgan @BorisJohnson,
196,brealDonaldTrump You are so 20th Century man nWith mail in ballots that you played a hand in slowing,1,,brealDonaldTrump You 20th Century man nWith mail ballots played hand slowing,@realDonaldTrump,
197,bRT Briananievess Once again the BlueWave2020 took force in Miami I love our community We come together and will come together Nov3,1,,bRT Briananievess Once BlueWave2020 force Miami I love community We will Nov3,@Briananievess,#BlueWave2020
198,brealDonaldTrump MAGA Elitest Trump paid ZERO taxes in the last ten years Hes ripping off America while he,1,,brealDonaldTrump MAGA Elitest Trump paid ZERO taxes ten years Hes ripping America,@realDonaldTrump,#MAGA
199,bDonaldJTrumpJr Yeah cause the 1ers want their massive tax breaks Ya know  needs to start,1,,bDonaldJTrumpJr Yeah 1ers massive tax breaks Ya start,@DonaldJTrumpJr,
200,bRT BBridgesPhD Happy to provide context for this article but the resilience of HBCUs is on display as they navigate COVID HBCUs,1,,bRT BBridgesPhD Happy provide context article resilience HBCUs display navigate COVID HBCUs,@BBridgesPhD,#COVID #HBCUs
201,bRT jacksonpbn I have voted for the best candidate that would take the  to greater heights and away from the pumpkin head and his,1,,bRT jacksonpbn I voted best candidate greater heights pumpkin head,@jacksonpbn,
202,bRT mspetter UnionProud of welcoming all to BidenHarris2020 event featuring,1,,bRT mspetter UnionProud welcoming BidenHarris2020 event featuring,@mspetter,#UnionProud #BidenHarris2020
203,busatessa dragodragon45 realDonaldTrump This is just Abuse of the Elderly at this point The man clearly has no,0,corruption,busatessa dragodragon45 realDonaldTrump This Abuse Elderly point The man clearly,@usatessa @dragodragon45 @realDonaldTrump,
